CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,MEASYEAR,LVSHRBCD,DSHRBCD,LVHRBCD,DHRBCD,LITTERCD,LVSHRBHT,DSHRBHT,LVHRBHT,DHRBHT,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,MICR_SAMPLE_METHOD
54186403010538,53070906010538,2003,23,3,3310,1,2003,20,0,50,0,90.0,1.5,0.0,3.5,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186414010538,53070906010538,2003,23,3,3310,2,2003,20,0,80,0,80.0,1.5,0.0,2.5,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186423010538,53070906010538,2003,23,3,3310,3,2003,20,0,80,0,80.0,2.0,0.0,1.9,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186431010538,53070906010538,2003,23,3,3310,4,2003,20,0,70,0,20.0,3.9,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186064010538,53114528010538,2003,23,3,3335,1,2003,80,0,80,0,90.0,10.0,0.0,2.1,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186078010538,53114528010538,2003,23,3,3335,2,2003,50,0,80,0,99.0,3.5,0.0,2.3,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186085010538,53114528010538,2003,23,3,3335,3,2003,40,0,99,0,99.0,5.0,0.0,3.5,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186094010538,53114528010538,2003,23,3,3335,4,2003,10,0,10,0,99.0,1.5,0.0,1.2,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186456010538,53069732010538,2003,23,3,3526,1,2003,0,0,10,0,99.0,0.0,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186474010538,53069732010538,2003,23,3,3526,2,2003,1,0,10,0,99.0,0.1,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186488010538,53069732010538,2003,23,3,3526,3,2003,0,0,10,0,99.0,0.0,0.0,1.5,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186505010538,53069732010538,2003,23,3,3526,4,2003,1,0,10,0,99.0,1.0,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54182913010538,53071713010538,2003,23,5,2871,1,2003,20,0,10,0,99.0,1.5,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54182921010538,53071713010538,2003,23,5,2871,2,2003,1,0,10,1,99.0,0.5,0.0,0.5,0.5,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54182929010538,53071713010538,2003,23,5,2871,3,2003,10,0,50,0,99.0,4.0,0.0,2.5,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54182937010538,53071713010538,2003,23,5,2871,4,2003,0,0,10,0,99.0,0.0,0.0,1.2,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185810010538,53073450010538,2003,23,7,2721,1,2003,10,0,60,0,99.0,4.0,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185819010538,53073450010538,2003,23,7,2721,2,2003,10,0,60,0,99.0,3.9,0.0,2.1,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185828010538,53073450010538,2003,23,7,2721,3,2003,10,0,80,0,90.0,2.1,0.0,2.1,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185836010538,53073450010538,2003,23,7,2721,4,2003,1,0,60,0,99.0,1.0,0.0,1.2,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184206010538,53076513010538,2003,23,7,3260,1,2003,10,0,80,0,90.0,1.2,0.0,2.6,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184215010538,53076513010538,2003,23,7,3260,2,2003,10,0,60,0,99.0,1.2,0.0,3.2,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184225010538,53076513010538,2003,23,7,3260,3,2003,10,0,10,0,99.0,3.2,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184234010538,53076513010538,2003,23,7,3260,4,2003,20,0,60,0,99.0,5.9,0.0,3.8,0.0,NIMS_P3_20,2005-03-04 14:31:55,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184458010538,53077474010538,2003,23,7,3359,1,2003,0,0,10,0,90.0,0.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184467010538,53077474010538,2003,23,7,3359,2,2003,10,0,10,0,99.0,2.0,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184475010538,53077474010538,2003,23,7,3359,3,2003,10,0,10,0,99.0,0.5,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184484010538,53077474010538,2003,23,7,3359,4,2003,0,0,30,0,90.0,0.0,0.0,2.5,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184051010538,53080317010538,2003,23,9,3028,1,2003,10,0,0,40,30.0,0.8,0.0,0.0,0.1,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184063010538,53080317010538,2003,23,9,3028,2,2003,60,0,0,0,90.0,4.0,0.0,0.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184075010538,53080317010538,2003,23,9,3028,3,2003,20,0,10,10,60.0,7.0,0.0,0.1,0.1,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184087010538,53080317010538,2003,23,9,3028,4,2003,0,0,10,0,99.0,0.0,0.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184107010538,53082847010538,2003,23,11,3658,1,2003,0,0,99,0,0.0,0.0,0.0,3.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184116010538,53082847010538,2003,23,11,3658,2,2003,10,0,99,0,0.0,3.0,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184125010538,53082847010538,2003,23,11,3658,3,2003,0,0,0,0,90.0,0.0,0.0,0.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184133010538,53082847010538,2003,23,11,3658,4,2003,30,0,90,0,0.0,1.2,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184358010538,53088004010538,2003,23,17,2856,1,2003,0,0,10,0,99.0,0.0,0.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184368010538,53088004010538,2003,23,17,2856,2,2003,10,0,10,0,99.0,2.0,0.0,3.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184376010538,53088004010538,2003,23,17,2856,3,2003,10,0,10,0,99.0,1.0,0.0,2.5,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184386010538,53088004010538,2003,23,17,2856,4,2003,10,0,50,0,90.0,1.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184405010538,53090487010538,2003,23,17,3125,1,2003,60,0,60,0,99.0,0.3,0.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184414010538,53090487010538,2003,23,17,3125,2,2003,10,0,30,0,99.0,2.0,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184425010538,53090487010538,2003,23,17,3125,3,2003,50,0,90,0,99.0,6.0,0.0,1.5,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184436010538,53090487010538,2003,23,17,3125,4,2003,10,0,80,0,99.0,2.0,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184313010538,53090221010538,2003,23,17,3446,1,2003,0,0,40,0,90.0,0.0,0.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184323010538,53090221010538,2003,23,17,3446,2,2003,0,0,10,0,90.0,0.0,0.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184331010538,53090221010538,2003,23,17,3446,3,2003,0,0,1,0,99.0,0.0,0.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184339010538,53090221010538,2003,23,17,3446,4,2003,0,0,70,0,99.0,0.0,0.0,1.5,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185909010538,53090799010538,2003,23,17,3448,1,2003,40,0,30,0,99.0,3.0,0.0,1.5,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185918010538,53090799010538,2003,23,17,3448,2,2003,50,0,40,0,90.0,1.5,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185931010538,53090799010538,2003,23,17,3448,3,2003,0,0,50,0,90.0,0.0,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185944010538,53090799010538,2003,23,17,3448,4,2003,30,0,70,0,90.0,1.8,0.0,1.5,0.0,NIMS_P3_20,2005-03-04 14:31:56,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185320010538,53094169010538,2003,23,19,3480,1,2003,90,0,80,0,40.0,15.0,0.0,3.0,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185337010538,53094169010538,2003,23,19,3480,3,2003,10,0,20,0,99.0,1.5,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185347010538,53094169010538,2003,23,19,3480,4,2003,90,0,80,0,20.0,15.0,0.0,3.0,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185371010538,53095446010538,2003,23,19,3596,1,2003,10,0,30,0,50.0,0.5,0.0,0.4,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185387010538,53095446010538,2003,23,19,3596,2,2003,0,0,10,0,60.0,0.0,0.0,0.3,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185398010538,53095446010538,2003,23,19,3596,3,2003,0,0,10,0,20.0,0.0,0.0,0.2,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185411010538,53095446010538,2003,23,19,3596,4,2003,10,0,10,0,20.0,4.0,0.0,0.3,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185646010538,53037352010538,2003,23,21,2976,1,2003,0,0,10,0,90.0,0.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185654010538,53037352010538,2003,23,21,2976,2,2003,0,0,10,0,40.0,0.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185664010538,53037352010538,2003,23,21,2976,3,2003,0,0,10,0,99.0,0.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185674010538,53037352010538,2003,23,21,2976,4,2003,1,0,10,0,20.0,0.5,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186011010538,53037982010538,2003,23,21,3038,1,2003,80,0,40,0,10.0,2.0,0.0,0.6,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54186021010538,53037982010538,2003,23,21,3038,2,2003,50,0,40,0,90.0,1.0,0.0,0.4,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54186031010538,53037982010538,2003,23,21,3038,3,2003,10,0,50,0,30.0,1.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54186038010538,53037982010538,2003,23,21,3038,4,2003,0,0,20,0,50.0,0.0,0.0,0.4,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54186332010538,53043181010538,2003,23,21,3069,1,2003,30,10,99,0,10.0,6.0,6.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186346010538,53043181010538,2003,23,21,3069,2,2003,99,0,99,0,90.0,1.0,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186359010538,53043181010538,2003,23,21,3069,3,2003,99,0,99,0,40.0,7.0,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186380010538,53043181010538,2003,23,21,3069,4,2003,50,0,60,0,20.0,4.0,0.0,0.4,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186223010538,53042275010538,2003,23,21,3096,1,2003,10,0,40,0,70.0,1.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186234010538,53042275010538,2003,23,21,3096,2,2003,10,0,30,0,90.0,1.0,0.0,0.2,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186244010538,53042275010538,2003,23,21,3096,3,2003,10,0,30,0,99.0,1.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186255010538,53042275010538,2003,23,21,3096,4,2003,30,0,30,0,99.0,1.0,0.0,0.6,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185435010538,53100249010538,2003,23,21,3440,1,2003,10,0,90,0,99.0,2.5,0.0,1.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185447010538,53100249010538,2003,23,21,3440,2,2003,30,0,60,0,99.0,7.0,0.0,0.2,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185463010538,53100249010538,2003,23,21,3440,3,2003,30,0,10,0,80.0,2.0,0.0,0.3,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185476010538,53100249010538,2003,23,21,3440,4,2003,1,0,30,0,90.0,0.8,0.0,1.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:18,489998,1
54185538010538,53036771010538,2003,23,21,3707,1,2003,10,10,10,0,99.0,1.8,1.1,0.2,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185550010538,53036771010538,2003,23,21,3707,2,2003,10,0,0,10,99.0,2.0,0.0,0.0,0.3,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185561010538,53036771010538,2003,23,21,3707,3,2003,0,0,1,0,99.0,0.0,0.0,0.2,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185574010538,53036771010538,2003,23,21,3707,4,2003,0,0,1,0,99.0,0.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:57,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184257010538,53044836010538,2003,23,25,2730,1,2003,0,0,0,0,60.0,0.0,0.0,0.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:18,489998,1
54184266010538,53044836010538,2003,23,25,2730,2,2003,10,0,40,0,70.0,1.0,0.0,3.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184281010538,53044836010538,2003,23,25,2730,3,2003,0,0,0,0,70.0,0.0,0.0,0.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184295010538,53044836010538,2003,23,25,2730,4,2003,0,0,10,0,80.0,0.0,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185695010538,53051987010538,2003,23,25,2758,1,2003,40,0,90,0,60.0,1.5,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185715010538,53051987010538,2003,23,25,2758,2,2003,10,0,20,0,90.0,0.1,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185723010538,53051987010538,2003,23,25,2758,3,2003,40,0,20,0,60.0,2.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185732010538,53051987010538,2003,23,25,2758,4,2003,30,0,30,0,99.0,1.5,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185856010538,53054860010538,2003,23,25,3085,1,2003,70,0,30,0,99.0,4.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185867010538,53054860010538,2003,23,25,3085,2,2003,80,0,20,0,99.0,4.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185875010538,53054860010538,2003,23,25,3085,3,2003,30,0,10,0,99.0,3.0,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185885010538,53054860010538,2003,23,25,3085,4,2003,70,0,20,0,90.0,3.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185750010538,53049083010538,2003,23,25,3121,1,2003,30,0,30,0,99.0,0.5,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185765010538,53049083010538,2003,23,25,3121,2,2003,40,0,80,0,90.0,1.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185775010538,53049083010538,2003,23,25,3121,3,2003,50,0,90,20,50.0,8.0,0.0,3.0,0.3,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185790010538,53049083010538,2003,23,25,3121,4,2003,30,0,90,0,70.0,2.0,0.0,2.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54186288010538,53049395010538,2003,23,25,3349,2,2003,10,0,20,0,99.0,0.5,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186300010538,53049395010538,2003,23,25,3349,3,2003,10,0,20,0,99.0,2.5,0.0,1.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54186312010538,53049395010538,2003,23,25,3349,4,2003,20,0,40,0,99.0,4.5,0.0,1.9,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185594010538,53049292010538,2003,23,25,3674,1,2003,40,0,10,0,99.0,3.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185604010538,53049292010538,2003,23,25,3674,2,2003,10,0,10,0,99.0,0.7,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185620010538,53049292010538,2003,23,25,3674,3,2003,10,0,10,0,99.0,3.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185628010538,53049292010538,2003,23,25,3674,4,2003,30,50,50,0,99.0,4.5,0.0,3.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54184155010538,53056254010538,2003,23,27,3156,1,2003,10,0,30,0,40.0,0.2,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184168010538,53056254010538,2003,23,27,3156,2,2003,10,0,90,10,30.0,1.0,0.0,3.0,0.1,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184176010538,53056254010538,2003,23,27,3156,3,2003,0,0,99,10,99.0,0.0,0.0,3.0,0.5,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184184010538,53056254010538,2003,23,27,3156,4,2003,10,0,70,0,30.0,0.5,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184005010538,53055641010538,2003,23,27,3670,1,2003,0,0,40,0,50.0,0.0,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184014010538,53055641010538,2003,23,27,3670,2,2003,10,0,99,0,20.0,1.0,0.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184023010538,53055641010538,2003,23,27,3670,3,2003,0,0,60,0,99.0,0.0,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54184031010538,53055641010538,2003,23,27,3670,4,2003,10,0,10,0,90.0,3.0,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:58,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185150010538,53060774010538,2003,23,29,2735,1,2003,0,0,0,0,99.0,0.0,0.0,0.0,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185167010538,53060774010538,2003,23,29,2735,2,2003,0,0,1,0,80.0,0.0,0.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185177010538,53060774010538,2003,23,29,2735,3,2003,0,0,0,0,80.0,0.0,0.0,0.0,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54185190010538,53060774010538,2003,23,29,2735,4,2003,0,0,1,0,90.0,0.0,0.0,0.1,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:04,489998,1
54183958010538,53059808010538,2003,23,29,2862,1,2003,0,0,1,0,99.0,0.0,0.0,0.2,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54183966010538,53059808010538,2003,23,29,2862,2,2003,10,0,10,0,90.0,1.3,0.0,0.8,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54183977010538,53059808010538,2003,23,29,2862,3,2003,0,0,1,0,99.0,0.0,0.0,1.0,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54183985010538,53059808010538,2003,23,29,2862,4,2003,0,0,1,0,90.0,0.0,0.0,0.3,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54183909010538,53059057010538,2003,23,29,3154,1,2003,1,1,20,1,60.0,1.6,0.5,0.9,0.5,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54183918010538,53059057010538,2003,23,29,3154,2,2003,40,0,30,0,90.0,5.6,0.0,1.2,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54183929010538,53059057010538,2003,23,29,3154,3,2003,0,0,1,0,10.0,0.0,0.0,0.5,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54183938010538,53059057010538,2003,23,29,3154,4,2003,60,0,50,0,99.0,7.0,0.0,2.0,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
54185211010538,53063661010538,2003,23,29,3385,1,2003,20,0,70,0,10.0,1.0,0.0,0.3,0.0,NIMS_P3_20,2005-03-04 14:31:59,10538,MAHATFIELD,2014-08-04 12:01:05,489998,1
